,PLAYER_NAME,OVR,POS,PROGRAM,TEAM,HEIGHT,WEIGHT,ARCHETYPE,PRICE,QUICKSELL,QS_CURRENCY,clutch,penalty,lb_style,dl_swim,dl_spin,dl_bull,big_hitter,strips_ball,ball_in_air,high_motor,covers_ball,extra_yards,agg_catch,rac_catch,poss_catch,drops_open,sideline_catch,qb_style,tight_spiral,sense_pressure,throw_away,force_passes,SPD,STR,AGI,ACC,AWA,CTH,JMP,STA,INJ,TRK,ELU,BTK,BCV,SFA,SPM,JKM,CAR,SRR,MRR,DRR,CIT,SPC,RLS,THP,SAC,MAC,DAC,RUN,TUP,BSK,PAC,RBK,RBP,RBF,PBK,PBP,PBF,LBK,IBL,TAK,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,RET
1094,Emmanuel Sanders,86,WR,Flashbacks,Pittsburgh Steelers,"5' 11""",180,Route Running (WR),21300,"1,340",Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,83,37,87,86,86,84,86,89,81,22,80,76,82,27,78,81,61,83,82,82,80,82,75,26,10,10,10,10,12,12,10,49,28,25,18,12,12,12,32,15,10,10,10,25,25,10,10,15,10,20,20,76
1095,Chase Edmonds,86,HB,Team of the Week,Arizona Cardinals,"5' 9""",210,Elusive Back (HB),19300,"1,340",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,86,62,88,89,74,64,80,83,82,52,79,74,78,65,82,87,85,61,58,54,63,60,58,17,12,10,10,10,10,12,10,27,21,18,43,25,31,25,26,18,10,10,10,13,21,10,10,10,10,10,10,73
1096,Andy Dalton,86,QB,MUT Heroes,Cincinnati Bengals,"6' 2""",220,Field General (QB),19900,"1,340",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Balanced,Yes,Average,Yes,Ideal,72,51,71,78,84,50,63,88,93,17,42,41,57,22,46,51,58,20,10,10,42,48,15,85,84,84,83,82,81,49,81,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10
1097,Marlon Humphrey,86,CB,MUT Heroes,Baltimore Ravens,"6' 0""",197,Man-to-Man (CB),20000,"1,340",Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,69,83,88,82,63,80,89,84,19,56,46,58,26,51,66,52,10,10,10,47,55,10,13,10,10,10,10,10,10,10,25,25,25,25,25,25,10,54,63,75,27,36,41,60,82,82,76,82,20,15,57
1098,Logan Ryan,86,CB,Team of the Week,Tennessee Titans,"5' 11""",195,Slot (CB),20900,"1,340",Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,57,87,88,81,68,80,90,91,35,50,40,52,35,59,62,56,30,20,13,49,56,35,27,10,10,10,10,10,10,10,25,25,25,25,25,25,10,53,67,62,31,43,58,81,81,77,75,78,16,12,56
1099,Richard Sherman,86,CB,Core Elite,San Francisco 49ers,"6' 3""",195,Zone (CB),26900,"1,340",Training,Yes,Normal,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,25,25,25,25,25,25,10,49,59,62,25,45,43,70,88,82,89,88,10,10,41
1100,Aqib Talib,86,CB,Theme Builders,Los Angeles Rams,"6' 1""",205,Man-to-Man (CB),Unknown,670,Training,Yes,Normal,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,64,85,85,84,74,90,88,81,30,67,57,77,20,70,78,64,45,35,28,55,73,45,31,10,10,10,10,10,10,10,25,25,25,25,25,25,10,51,53,60,39,49,55,70,84,85,80,85,15,15,60
1101,Marvin Jones Jr,86,WR,Flashbacks,Cincinnati Bengals,"6' 2""",198,Deep Threat (WR),20100,"1,340",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,84,65,83,85,86,81,85,86,83,46,70,74,79,58,77,79,74,74,81,85,82,89,78,26,15,10,10,10,10,12,10,46,32,30,39,18,16,22,42,22,10,10,10,25,10,10,10,10,10,15,14,65
1102,Ronald Darby,85,CB,MUT Heroes,Philadelphia Eagles,"5' 11""",193,Man-to-Man (CB),13500,970,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,65,84,87,81,73,88,87,82,13,57,47,53,14,65,66,50,10,10,10,29,61,10,17,10,10,10,10,10,10,10,25,25,25,25,25,25,10,48,54,42,18,29,48,68,81,79,75,76,10,10,45
1103,Brandon Marshall,85,WR,Veterans,Free Agents,"6' 5""",232,Physical (WR),13000,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,No,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,80,71,78,80,83,82,85,84,83,77,60,66,81,79,73,77,68,77,73,70,86,87,84,15,10,10,10,10,14,12,10,41,35,33,30,25,15,40,60,35,10,10,10,46,35,16,10,26,10,10,10,18
1104,Lamarcus Joyner,86,FS,Theme Builders,Oakland Raiders,"5' 8""",190,Hybrid (FS/SS),Unknown,670,Training,Yes,Normal,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,50,80,86,88,64,83,85,87,30,64,51,70,42,65,72,54,10,10,10,53,57,10,20,10,10,10,10,15,10,10,25,25,25,25,25,25,10,54,70,77,33,49,50,80,88,80,84,80,10,10,65
1105,Patrick Surtain,85,CB,Legends,Miami Dolphins,"5' 11""",195,Man-to-Man (CB),12200,970,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,56,85,85,83,65,81,83,85,26,43,40,59,23,71,80,70,28,23,20,59,63,15,30,5,5,5,10,16,22,10,45,45,45,45,45,45,15,33,56,55,27,48,43,68,83,82,77,79,26,20,45
1106,Dak Prescott,86,QB,Team of the Week,Dallas Cowboys,"6' 2""",238,Improvisor (QB),24400,"1,340",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,Average,No,Ideal,,,,82,82,23,69,89,91,69,70,69,85,60,46,68,55,10,10,10,10,10,10,83,86,83,83,83,80,89,81,29,28,25,11,10,10,19,29,32,30,10,10,19,23,11,10,10,10,16,12,10
1107,Howie Long,85,RE,Legends,Oakland Raiders,"6' 5""",270,Run Stopper (DE),12800,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,82,61,78,87,33,71,82,81,40,20,20,15,25,10,10,40,10,,10,12,15,12,20,6,6,6,6,20,20,6,45,25,25,45,25,25,25,84,80,81,83,77,84,84,87,12,23,10,10,10,10
1108,Philip Rivers,85,QB,Core Elite,Los Angeles Chargers,"6' 5""",228,Field General (QB),12900,970,Training,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Ideal,Yes,Ideal,56,53,50,61,88,12,36,86,89,10,19,21,35,21,31,39,53,10,10,10,10,10,10,78,87,83,82,70,84,32,86,10,10,10,10,10,10,10,10,12,10,10,10,12,24,16,10,21,10,10,10,10
1109,Julian Edelman,86,WR,Theme Builders,New England Patriots,"5' 10""",200,Route Running (WR),Unknown,670,Training,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,79,61,84,84,88,81,77,88,81,55,81,77,86,67,71,83,68,89,83,75,80,80,78,61,45,43,40,68,44,53,47,50,32,29,22,12,12,12,32,31,10,10,10,35,48,16,33,38,30,10,10,81
1110,Ken Houston,85,SS,Legends,Tennessee Titans,"6' 3""",197,Zone (FS/SS),12000,970,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,63,82,82,82,66,83,83,83,44,62,62,74,57,62,80,70,20,20,20,56,65,15,30,15,10,10,15,12,20,15,45,45,45,45,45,45,61,56,75,77,34,33,53,82,82,72,82,61,20,15,61
1111,Travis Kelce,86,TE,Core Elite,Kansas City Chiefs,"6' 5""",260,Vertical Threat (TE),29300,"1,340",Training,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,77,71,79,80,89,84,83,82,79,70,64,68,81,74,61,75,59,80,78,71,84,84,77,55,50,45,39,37,23,32,19,64,62,63,63,62,61,57,72,35,10,10,10,30,32,10,10,10,10,25,22,10
1112,Damien Williams,85,HB,MUT Heroes,Kansas City Chiefs,"5' 11""",228,Elusive Back (HB),14900,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,85,62,83,86,80,63,80,81,84,71,79,81,80,71,79,84,80,61,56,48,69,68,63,19,25,20,10,10,10,15,10,47,34,35,54,27,21,41,39,25,10,10,10,12,36,15,10,10,10,10,10,74
1113,Malcolm Jenkins,85,SS,Core Elite,Philadelphia Eagles,"6' 0""",204,Zone (FS/SS),12400,970,Training,Yes,Disciplined,Cover Lb,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,58,81,82,88,68,82,88,88,30,40,25,65,16,65,72,48,40,30,25,46,57,20,12,10,10,10,10,10,10,10,25,25,25,25,25,25,10,50,68,72,46,45,55,77,88,72,86,71,12,10,15
1114,Ben Roethlisberger,85,QB,MUT Superstars,Pittsburgh Steelers,"6' 5""",240,Field General (QB),12400,970,Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Average,No,Aggressive,67,76,61,72,86,42,67,89,86,57,56,57,65,70,47,54,52,10,10,10,10,10,10,86,82,82,80,81,75,76,75,10,10,10,10,10,10,10,10,37,10,10,10,35,42,10,10,10,10,53,49,10
1115,Andrus Peat,85,LG,NFL Playoffs,New Orleans Saints,"6' 7""",316,Power (OG),12100,970,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,85,62,76,90,20,74,79,85,15,10,10,10,15,10,10,30,10,10,10,10,10,10,16,10,10,10,10,10,10,10,83,83,81,79,76,81,83,91,24,10,10,10,10,13,10,10,10,10,14,12,10
1116,Yannick Ngakoue,86,RE,Heavyweights,Jacksonville Jaguars,"6' 2""",246,Smaller Speed Rusher (DE),20500,"1,340",Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,75,79,83,83,33,77,78,84,16,20,10,19,22,15,17,34,10,10,10,13,13,10,13,10,10,10,10,10,10,10,34,34,35,34,35,34,10,75,78,77,75,86,56,80,83,39,42,15,11,10,13
1117,Ed Reed,85,SS,Legends,Baltimore Ravens,"5' 11""",200,Zone (FS/SS),13100,970,Training,Yes,Normal,Balanced,N/A,N/A,N/A,Yes,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,59,83,83,83,75,80,85,77,56,81,81,81,40,76,78,60,20,,20,64,71,20,20,15,10,10,15,23,28,15,45,25,25,45,25,25,25,60,73,81,38,55,55,77,83,75,84,73,22,12,80
1118,J.C. Tretter,85,C,MUT Heroes,Cleveland Browns,"6' 4""",307,Pass Protector (C),15000,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,85,65,76,84,50,74,84,81,34,15,10,29,42,35,25,55,22,12,10,54,52,45,32,24,18,13,10,10,10,10,80,80,81,82,79,84,80,81,22,10,14,13,12,11,10,10,10,10,10,10,10
1119,Marcus Maye,85,FS,MUT Heroes,New York Jets,"6' 0""",207,Run Support (FS/SS),23100,970,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86,73,82,86,85,65,77,84,83,38,47,32,52,38,51,58,55,18,10,10,42,60,10,16,10,10,10,10,10,10,10,25,25,25,25,25,25,14,64,79,88,26,42,51,79,85,73,74,64,15,15,44
1120,Pierre Garcon,85,WR,Veterans,Free Agents,"6' 0""",211,Deep Threat (WR),14000,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,83,63,81,86,87,86,85,89,85,72,74,75,80,70,74,83,74,79,78,77,80,85,79,26,10,10,10,10,12,14,10,50,29,23,30,28,20,32,52,25,10,10,10,25,25,10,10,15,10,20,20,67
1121,Linval Joseph,86,DT,Heavyweights,Minnesota Vikings,"6' 4""",329,Run Stopper (DT),20400,"1,340",Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,92,57,73,84,17,66,82,81,15,10,10,10,10,10,10,30,10,10,10,13,13,10,11,10,10,10,10,10,10,10,35,35,35,35,35,35,31,88,79,56,72,46,83,78,84,13,20,13,10,10,13
1122,Larry Little,85,RG,Legends,Miami Dolphins,"6' 1""",265,Agile (OG),13000,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,80,63,71,83,40,50,81,82,10,23,23,10,10,10,10,32,10,,10,10,12,12,37,6,6,6,6,12,23,6,84,82,84,82,82,85,85,79,49,45,10,10,22,46,25,14,12,10,15,21,10
1123,Nate Solder,85,LT,MUT Heroes,New York Giants,"6' 8""",325,Power (OT),15500,970,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,87,70,79,88,53,69,87,84,30,15,10,30,45,20,25,51,29,19,11,54,30,36,10,10,10,10,10,10,10,10,83,84,80,81,75,77,90,86,25,15,10,10,15,13,10,10,10,10,11,13,10
1124,Marshon Lattimore,85,CB,Ultimate Trainers,New Orleans Saints,"6' 0""",192,Man-to-Man (CB),Unknown,240,Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,66,85,88,75,64,85,83,78,13,67,57,64,23,63,70,51,24,14,10,52,64,10,13,10,10,10,10,10,10,10,25,25,25,25,25,25,10,47,60,61,24,36,44,65,75,83,77,79,20,15,62
1125,Mel Blount,85,CB,Legends,Pittsburgh Steelers,"6' 3""",205,Slot (CB),13000,970,Training,Yes,Disciplined,Balanced,N/A,N/A,N/A,Yes,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,64,81,81,85,67,83,83,82,50,45,45,70,42,74,75,80,40,33,24,57,56,65,38,6,6,6,6,20,26,6,45,25,25,45,25,25,25,45,63,72,41,35,48,71,85,83,81,84,36,33,49
1126,Patrick Ricard,86,FB,Heavyweights,Baltimore Ravens,"6' 3""",311,Blocking (FB),31900,"1,340",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,67,86,71,77,86,58,76,81,74,73,61,67,65,71,65,60,71,51,36,28,45,38,35,14,10,10,10,10,10,10,10,78,69,66,71,52,48,92,86,69,67,63,56,62,57,49,43,48,26,10,10,13
1127,Adoree' Jackson,85,CB,Zero Chill,Tennessee Titans,"5' 11""",185,Zone (CB),12600,970,Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,53,91,90,78,68,84,89,84,27,76,65,77,51,67,77,60,52,44,39,64,68,49,10,10,10,10,10,10,10,10,25,25,25,25,25,25,10,41,63,46,20,28,45,65,78,75,78,78,10,10,81
1128,Tyreek Hill,85,WR,Core Elite,Kansas City Chiefs,"5' 10""",185,Deep Threat (WR),23500,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,89,55,89,89,73,78,84,79,79,27,87,74,84,32,74,86,69,78,76,83,78,76,79,27,17,12,10,10,10,18,10,49,10,10,23,10,10,10,30,17,15,10,10,11,23,16,10,10,20,10,10,85
1129,Tyrann Mathieu,85,SS,Ultimate Trainers,Kansas City Chiefs,"5' 9""",186,Hybrid (FS/SS),Unknown,240,Training,No,Disciplined,Cover Lb,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,85,83,73,79,85,77,25,76,67,78,45,75,80,58,25,15,10,47,58,15,26,16,10,10,17,15,23,10,25,25,25,25,25,25,10,52,70,77,33,61,52,79,83,80,78,82,15,12,76
1130,Brian Poole,86,CB,Team of the Week,New York Jets,"5' 10""",211,Slot (CB),19800,"1,340",Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,66,84,90,85,70,75,88,84,35,45,35,42,39,54,55,52,15,10,10,46,61,24,10,10,10,10,10,10,10,10,25,25,25,25,25,25,10,58,60,78,64,59,55,72,85,78,79,82,10,12,28
1131,Andre Reed,85,WR,Legends,Buffalo Bills,"6' 2""",190,Slot (WR),13600,970,Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,85,63,85,84,81,81,85,83,86,54,79,82,82,68,75,79,71,85,77,76,81,83,80,36,28,24,20,34,10,20,23,45,36,36,42,18,22,40,46,26,12,10,10,10,10,20,30,42,12,20,19,67
1132,Aldrick Rosas,85,K,Core Elite,New York Giants,"6' 3""",221,Accurate (K/P),24700,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,21,59,71,66,17,50,77,74,10,10,10,10,10,10,10,21,10,10,10,10,10,10,27,23,16,11,16,10,10,14,10,10,10,10,10,10,10,10,18,10,10,10,10,18,10,10,10,10,83,85,10
1133,Ryan Jensen,85,C,MUT Heroes,Tampa Bay Buccaneers,"6' 4""",319,Pass Protector (C),14100,970,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,86,60,71,90,25,61,78,88,22,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,79,80,79,81,78,81,86,86,38,21,10,10,26,29,10,10,10,10,10,10,10
1134,Terrell Owens,85,WR,Legends,San Francisco 49ers,"6' 3""",224,Physical (WR),13900,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,82,70,81,82,82,83,83,82,81,68,74,84,80,80,71,74,70,81,79,78,83,83,84,35,15,10,5,10,23,25,5,46,46,44,39,42,34,45,46,32,15,10,10,42,44,26,18,24,25,33,15,43
1135,Ali Marpet,86,LG,Heavyweights,Tampa Bay Buccaneers,"6' 4""",307,Power (OG),26000,"1,340",Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,83,70,78,84,35,75,77,85,10,10,10,10,20,10,10,35,10,10,10,10,10,10,21,10,10,10,10,10,10,10,84,86,82,82,85,78,77,81,27,10,10,10,10,15,10,10,10,10,15,15,10
1136,Jamaal Williams,85,HB,NFL Playoffs,Green Bay Packers,"6' 0""",213,Powerback (HB),11900,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,85,73,84,85,82,61,77,89,83,81,70,76,81,84,76,74,91,54,48,40,57,54,39,19,20,15,10,16,10,14,10,46,33,29,57,42,40,51,49,24,19,10,10,12,27,10,10,17,10,10,10,63
1137,Keith Bulluck,85,ROLB,Legends,New York Giants,"6' 3""",235,Pass Coverage (OLB),13400,970,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,68,77,79,85,59,76,85,83,30,47,47,62,65,36,57,69,15,15,15,47,45,35,28,5,5,5,5,10,18,5,45,45,45,45,45,45,45,75,81,74,48,55,79,80,85,76,76,52,22,10,10
1138,Greg Olsen,85,TE,Ultimate Trainers,Carolina Panthers,"6' 5""",255,Vertical Threat (TE),Unknown,240,Training,Yes,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,,63,75,79,91,87,81,91,79,62,60,63,73,60,48,68,66,80,77,71,87,86,83,11,10,10,10,10,10,10,10,55,54,49,68,67,61,50,68,30,10,10,10,43,35,10,10,10,10,16,12,12
1139,Jimmie Ward,85,FS,Out of Position,San Francisco 49ers,"5' 11""",193,Hybrid (FS/SS),12300,970,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,88,74,51,39,24,52,37,50,54,55,10,10,10,56,62,10,19,10,10,10,10,10,10,10,25,25,25,25,25,25,10,51,71,80,50,58,45,70,75,85,82,79,13,10,25
1140,Michael Strahan,85,LE,Legends,New York Giants,"6' 5""",255,Power Rusher (DE),13600,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,82,70,79,84,35,62,81,80,10,35,35,10,10,45,10,40,15,15,15,28,27,15,28,5,5,5,5,15,15,5,45,25,25,45,25,25,25,81,83,76,85,81,81,81,84,20,34,27,19,14,10
1141,Baker Mayfield,86,QB,NFL Epics,Cleveland Browns,"6' 1""",218,Improvisor (QB),Unknown,670,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,Ideal,No,Aggressive,75,64,78,79,83,51,66,88,85,60,72,63,78,53,41,63,60,18,10,10,13,45,10,87,84,78,81,84,85,78,82,15,10,10,10,10,10,12,22,22,15,10,10,18,23,10,10,10,10,10,10,10
1142,Dallas Clark,85,TE,Legends,Tampa Bay Buccaneers,"6' 3""",252,Vertical Threat (TE),14700,970,Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,76,62,73,78,89,85,73,84,79,64,69,72,80,74,55,68,72,83,84,75,85,82,76,25,15,10,5,10,10,20,5,50,56,52,50,54,57,51,57,36,20,10,10,36,42,18,12,17,20,19,19,10
1143,Ed Too Tall Jones,85,LE,Legends,Dallas Cowboys,"6' 9""",271,Run Stopper (DE),12600,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,85,68,74,84,40,76,81,83,50,20,20,10,45,55,50,40,15,15,15,28,23,15,20,6,6,6,6,12,20,6,45,45,45,45,45,45,45,86,82,80,82,76,85,83,84,38,57,26,25,15,10
1144,Xavier Woods,85,FS,Team of the Week,Dallas Cowboys,"5' 11""",205,Zone (FS/SS),18200,970,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,67,86,86,81,72,77,85,89,32,59,44,62,38,57,68,61,14,10,10,69,66,10,12,10,10,10,10,10,10,10,25,25,25,25,25,25,11,62,75,88,52,40,55,81,81,75,80,64,10,10,65
1145,John Henderson,85,DT,Legends,Oakland Raiders,"6' 7""",335,Run Stopper (DT),13500,970,Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,87,50,65,84,16,48,78,81,29,17,17,24,30,12,23,40,15,10,10,10,10,13,13,5,5,5,5,10,17,5,45,45,45,45,45,45,24,85,84,80,82,52,83,75,84,10,17,10,15,11,10
1146,Danielle Hunter,86,LE,Theme Builders,Minnesota Vikings,"6' 5""",252,Smaller Speed Rusher (DE),Unknown,670,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,75,79,84,84,28,80,80,84,34,24,14,25,18,45,30,35,10,10,10,12,12,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,79,78,70,69,83,79,82,84,17,34,12,10,10,12
1147,Hunter Henry,85,TE,Team of the Week,Los Angeles Chargers,"6' 5""",250,Possession (TE),15500,970,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,80,71,76,85,86,82,78,87,85,72,49,50,73,61,49,64,70,75,72,67,80,82,67,19,10,10,10,10,10,10,10,80,79,75,63,62,61,61,76,32,17,10,10,36,33,12,10,11,10,11,10,13
