,OVR,WEIGHT,PRICE,SPD,AGI,ACC,AWA,CTH,STA,TRK,ELU,BTK,SFA,SPM,JKM,CAR,SPC,RLS,THP,SAC,MAC,DAC,RUN,BSK,PAC,RBK,RBF,PBK,PBP,PBF,LBK,IBL,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,KPW,KAC,RET,OVR_SquareRooted,POS_C,POS_CB,POS_DT,POS_FB,POS_FS,POS_HB,POS_K,POS_LE,POS_LG,POS_LOLB,POS_LT,POS_MLB,POS_P,POS_QB,POS_RE,POS_RG,POS_ROLB,POS_RT,POS_SS,POS_TE,POS_WR,PROGRAM_Blitz,PROGRAM_Core Elite,PROGRAM_Core Gold,PROGRAM_Core Rookie,PROGRAM_Core Silver,PROGRAM_Flashbacks,PROGRAM_Football Outsiders,PROGRAM_Gauntlet I,PROGRAM_Gauntlet II,PROGRAM_Ghosts of Madden - Future,PROGRAM_Ghosts of Madden - Past,PROGRAM_Ghosts of Madden - Present,PROGRAM_Harvest,PROGRAM_Heavyweights,PROGRAM_Journey,PROGRAM_Legends,PROGRAM_M20 Pre-Order,PROGRAM_M20 Tribute,PROGRAM_MUT Captains,PROGRAM_MUT Heroes,PROGRAM_MUT Superstars,PROGRAM_Madden Ultimate Team 10,PROGRAM_Master,PROGRAM_Most Feared,PROGRAM_NFL 100,PROGRAM_NFL Epics,PROGRAM_NFL Playoffs,PROGRAM_Out of Position,PROGRAM_Power Up,PROGRAM_Rookie Premiere,PROGRAM_Series Redux,PROGRAM_Signature Series,PROGRAM_Team of the Week,PROGRAM_Team of the Year,PROGRAM_Theme Builders,PROGRAM_Theme Diamonds,PROGRAM_Twitch Prime,PROGRAM_Ultimate Kickoff,PROGRAM_Ultimate Trainers,PROGRAM_Veterans,PROGRAM_Zero Chill,TEAM_Arizona Cardinals,TEAM_Atlanta Falcons,TEAM_Baltimore Ravens,TEAM_Buffalo Bills,TEAM_Carolina Panthers,TEAM_Chicago Bears,TEAM_Cincinnati Bengals,TEAM_Cleveland Browns,TEAM_Dallas Cowboys,TEAM_Denver Broncos,TEAM_Detroit Lions,TEAM_Free Agents,TEAM_Green Bay Packers,TEAM_Houston Texans,TEAM_Indianapolis Colts,TEAM_Jacksonville Jaguars,TEAM_Kansas City Chiefs,TEAM_Los Angeles Chargers,TEAM_Los Angeles Rams,TEAM_Miami Dolphins,TEAM_Minnesota Vikings,TEAM_New England Patriots,TEAM_New Orleans Saints,TEAM_New York Giants,TEAM_New York Jets,TEAM_Oakland Raiders,TEAM_Philadelphia Eagles,TEAM_Pittsburgh Steelers,TEAM_San Francisco 49ers,TEAM_Seattle Seahawks,TEAM_Tampa Bay Buccaneers,TEAM_Tennessee Titans,TEAM_Washington Redskins,ARCHETYPE_Accurate (K/P),ARCHETYPE_Agile (C),ARCHETYPE_Agile (OG),ARCHETYPE_Agile (OT),ARCHETYPE_Blocking (FB),ARCHETYPE_Blocking (TE),ARCHETYPE_Deep Threat (WR),ARCHETYPE_Elusive Back (HB),ARCHETYPE_Field General (MLB),ARCHETYPE_Field General (QB),ARCHETYPE_Hybrid (FS/SS),ARCHETYPE_Improvisor (QB),ARCHETYPE_Man-to-Man (CB),ARCHETYPE_Pass Coverage (MLB),ARCHETYPE_Pass Coverage (OLB),ARCHETYPE_Pass Protector (C),ARCHETYPE_Pass Protector (OG),ARCHETYPE_Pass Protector (OT),ARCHETYPE_Physical (WR),ARCHETYPE_Possession (TE),ARCHETYPE_Power (C),ARCHETYPE_Power (K/P),ARCHETYPE_Power (OG),ARCHETYPE_Power (OT),ARCHETYPE_Power Rusher (DE),ARCHETYPE_Power Rusher (DT),ARCHETYPE_Power Rusher (OLB),ARCHETYPE_Powerback (HB),ARCHETYPE_Receiving Back (HB),ARCHETYPE_Returner (WR),ARCHETYPE_Route Running (WR),ARCHETYPE_Run Stopper (DE),ARCHETYPE_Run Stopper (DT),ARCHETYPE_Run Stopper (MLB),ARCHETYPE_Run Stopper (OLB),ARCHETYPE_Run Support (FS/SS),ARCHETYPE_Scrambler (QB),ARCHETYPE_Slot (CB),ARCHETYPE_Slot (WR),ARCHETYPE_Smaller Speed Rusher (DE),ARCHETYPE_Speed Rusher (DT),ARCHETYPE_Speed Rusher (OLB),ARCHETYPE_Strong Arm (QB),ARCHETYPE_Utility (FB),ARCHETYPE_Vertical Threat (TE),ARCHETYPE_Zone (CB),ARCHETYPE_Zone (FS/SS),QS_CURRENCY_Coins,QS_CURRENCY_Training
207,93,234,170000,91.0,86.0,92.0,89.0,64.0,90.0,23.0,18.0,10.0,26.0,24.0,31.0,46.0,38.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,12.0,78.0,94.0,63.0,66.0,78.0,93.0,89.0,75.0,84.0,10.0,10.0,18.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,93,208,139000,89.0,92.0,92.0,90.0,68.0,92.0,54.0,86.0,86.0,67.0,89.0,93.0,90.0,71.0,72.0,21.0,25.0,20.0,10.0,10.0,11.0,10.0,37.0,30.0,52.0,43.0,38.0,35.0,33.0,10.0,10.0,10.0,15.0,29.0,10.0,10.0,10.0,10.0,11.0,25.0,4.532599493153256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,92,237,365000,80.0,82.0,86.0,88.0,28.0,90.0,66.0,78.0,72.0,54.0,47.0,70.0,61.0,10.0,10.0,89.0,90.0,89.0,86.0,90.0,89.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,10.0,10.0,10.0,11.0,18.0,11.0,10.0,10.0,14.0,10.0,10.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,92,240,101000,80.0,80.0,80.0,90.0,88.0,90.0,85.0,72.0,79.0,80.0,64.0,72.0,84.0,88.0,84.0,35.0,15.0,10.0,5.0,10.0,20.0,5.0,72.0,73.0,70.0,74.0,77.0,73.0,78.0,12.0,10.0,10.0,40.0,45.0,20.0,15.0,20.0,30.0,30.0,14.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,92,202,130000,91.0,90.0,90.0,89.0,69.0,91.0,21.0,33.0,14.0,37.0,51.0,61.0,53.0,61.0,12.0,17.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,10.0,66.0,80.0,38.0,45.0,61.0,87.0,89.0,82.0,90.0,10.0,10.0,54.0,4.5217885770490405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
212,93,312,184000,70.0,72.0,77.0,90.0,40.0,92.0,10.0,25.0,15.0,10.0,10.0,10.0,50.0,25.0,35.0,16.0,6.0,6.0,6.0,6.0,12.0,6.0,90.0,91.0,93.0,90.0,93.0,90.0,90.0,35.0,40.0,30.0,37.0,55.0,30.0,12.0,12.0,21.0,23.0,10.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,93,212,174000,90.0,87.0,90.0,92.0,92.0,87.0,72.0,71.0,81.0,73.0,81.0,86.0,80.0,94.0,92.0,19.0,20.0,15.0,10.0,10.0,12.0,10.0,55.0,31.0,40.0,21.0,21.0,23.0,43.0,10.0,10.0,10.0,25.0,30.0,10.0,10.0,10.0,10.0,10.0,45.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,92,192,105000,91.0,92.0,92.0,86.0,91.0,94.0,38.0,86.0,82.0,59.0,89.0,92.0,84.0,88.0,84.0,56.0,51.0,42.0,25.0,57.0,52.0,22.0,39.0,28.0,44.0,19.0,19.0,24.0,44.0,10.0,10.0,10.0,25.0,25.0,10.0,10.0,15.0,25.0,20.0,89.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
215,92,240,164000,82.0,82.0,84.0,94.0,47.0,95.0,51.0,65.0,63.0,25.0,60.0,64.0,55.0,43.0,16.0,88.0,94.0,90.0,90.0,90.0,80.0,90.0,11.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,15.0,10.0,11.0,15.0,18.0,10.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,93,249,181000,88.0,86.0,91.0,91.0,50.0,84.0,18.0,24.0,11.0,22.0,29.0,32.0,31.0,36.0,10.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,83.0,87.0,68.0,91.0,80.0,96.0,91.0,43.0,53.0,10.0,10.0,15.0,4.532599493153256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
217,92,218,100000,88.0,86.0,88.0,90.0,73.0,88.0,92.0,84.0,91.0,90.0,75.0,87.0,88.0,64.0,68.0,35.0,35.0,30.0,20.0,27.0,38.0,15.0,53.0,49.0,59.0,51.0,52.0,47.0,57.0,20.0,10.0,10.0,32.0,28.0,15.0,21.0,24.0,28.0,16.0,39.0,4.5217885770490405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,93,196,169000,92.0,87.0,92.0,91.0,76.0,90.0,16.0,72.0,62.0,19.0,59.0,71.0,58.0,70.0,17.0,22.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,10.0,23.0,24.0,10.0,49.0,76.0,25.0,26.0,57.0,76.0,91.0,92.0,88.0,10.0,10.0,58.0,4.532599493153256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,93,307,181000,76.0,70.0,86.0,93.0,16.0,89.0,21.0,10.0,10.0,17.0,10.0,10.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0,86.0,87.0,89.0,87.0,96.0,93.0,18.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,15.0,15.0,10.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,92,292,131000,74.0,73.0,83.0,87.0,36.0,75.0,34.0,16.0,10.0,35.0,15.0,10.0,36.0,17.0,10.0,26.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,93.0,84.0,90.0,74.0,88.0,85.0,87.0,28.0,36.0,20.0,20.0,15.0,4.5217885770490405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,92,210,116000,90.0,93.0,91.0,84.0,66.0,89.0,75.0,88.0,90.0,81.0,86.0,90.0,88.0,58.0,51.0,31.0,28.0,22.0,15.0,22.0,12.0,17.0,35.0,28.0,63.0,29.0,24.0,31.0,29.0,19.0,10.0,10.0,15.0,28.0,10.0,10.0,10.0,10.0,11.0,64.0,4.5217885770490405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,93,250,160000,86.0,84.0,89.0,94.0,91.0,88.0,80.0,71.0,77.0,82.0,66.0,77.0,75.0,87.0,78.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0,68.0,76.0,75.0,71.0,70.0,85.0,20.0,10.0,10.0,24.0,31.0,10.0,10.0,10.0,14.0,10.0,34.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,93,225,162000,87.0,93.0,90.0,87.0,75.0,92.0,89.0,86.0,90.0,91.0,91.0,94.0,87.0,72.0,73.0,31.0,30.0,22.0,20.0,25.0,14.0,12.0,45.0,37.0,61.0,45.0,39.0,47.0,45.0,35.0,22.0,29.0,44.0,35.0,15.0,10.0,10.0,10.0,12.0,19.0,4.532599493153256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,92,235,107000,86.0,85.0,87.0,90.0,65.0,91.0,30.0,47.0,47.0,65.0,36.0,57.0,69.0,51.0,35.0,28.0,5.0,5.0,5.0,5.0,18.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,81.0,80.0,54.0,61.0,85.0,86.0,90.0,84.0,82.0,22.0,10.0,11.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,92,271,121000,76.0,76.0,82.0,88.0,46.0,87.0,50.0,20.0,20.0,45.0,55.0,50.0,40.0,29.0,15.0,20.0,6.0,6.0,6.0,6.0,20.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,92.0,87.0,90.0,84.0,92.0,90.0,88.0,44.0,63.0,25.0,15.0,10.0,4.5217885770490405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,93,230,181000,63.0,60.0,65.0,93.0,26.0,93.0,14.0,17.0,24.0,19.0,21.0,32.0,56.0,15.0,15.0,88.0,93.0,92.0,90.0,78.0,42.0,93.0,27.0,27.0,25.0,25.0,25.0,27.0,27.0,15.0,10.0,10.0,26.0,33.0,17.0,12.0,22.0,23.0,24.0,10.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,93,273,180000,82.0,78.0,85.0,94.0,31.0,83.0,13.0,26.0,16.0,22.0,25.0,17.0,22.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,91.0,84.0,92.0,82.0,87.0,91.0,94.0,24.0,31.0,10.0,10.0,16.0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,92,252,106000,84.0,81.0,86.0,92.0,92.0,90.0,70.0,75.0,78.0,80.0,61.0,74.0,78.0,89.0,83.0,25.0,15.0,10.0,5.0,10.0,20.0,5.0,56.0,58.0,56.0,60.0,63.0,57.0,63.0,20.0,10.0,10.0,36.0,42.0,18.0,12.0,17.0,19.0,19.0,14.0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
232,92,180,301000,94.0,94.0,90.0,88.0,70.0,91.0,10.0,46.0,35.0,17.0,65.0,69.0,53.0,64.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,10.0,44.0,61.0,21.0,32.0,44.0,71.0,88.0,91.0,85.0,10.0,10.0,80.0,4.5217885770490405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,93,205,142000,89.0,90.0,92.0,91.0,82.0,88.0,63.0,87.0,84.0,68.0,89.0,93.0,92.0,71.0,81.0,20.0,25.0,20.0,10.0,10.0,15.0,10.0,42.0,33.0,62.0,37.0,33.0,39.0,37.0,10.0,10.0,10.0,16.0,25.0,10.0,10.0,10.0,10.0,10.0,80.0,4.532599493153256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,93,311,155000,71.0,74.0,80.0,88.0,61.0,85.0,70.0,58.0,64.0,68.0,62.0,57.0,68.0,41.0,32.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,63.0,68.0,49.0,45.0,89.0,93.0,86.0,86.0,68.0,93.0,90.0,88.0,47.0,52.0,10.0,10.0,15.0,4.532599493153256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
